代码,简称,时间,开盘价(元),最高价(元),收盘价(元),最低价(元),成交量(万股),成交金额(万元),换手率(%),PE市盈率(TTM)
000001.SH,上证指数,1991/12/31,292.48,292.75,292.75,291.71,58.4,85.89,4.2988,5729.5846
000001.SH,上证指数,1992/1/2,293.74,293.75,293.75,292.76,92.8,133.96,6.831,5786.7362
000001.SH,上证指数,1992/1/3,296.24,296.52,296.52,293.75,143.6,184.22,10.5704,5844.3769
000001.SH,上证指数,1992/1/6,297.68,297.68,297.68,296.52,340,423.6,25.0274,5902.7032
000001.SH,上证指数,1992/1/7,298.54,298.77,298.77,297.68,89.2,106.4,6.566,5961.5338
000001.SH,上证指数,1992/1/8,299.65,299.66,299.66,298.77,65.9,93.05,4.8509,6020.9344
000001.SH,上证指数,1992/1/9,300.61,300.62,300.62,299.66,94.3,124.48,6.9414,6080.7404
000001.SH,上证指数,1992/1/10,301.82,301.83,301.83,300.62,160.5,262.96,11.8144,6141.4297
000001.SH,上证指数,1992/1/13,302.83,303.06,303.06,302,72.5,109.75,4.8697,4288.9209
000001.SH,上证指数,1992/1/14,304.77,305.74,305.74,303.06,63.2,85.85,4.245,4330.1294
000001.SH,上证指数,1992/1/15,306.62,306.63,306.63,305.74,25.9,31.5,1.7396,4373.4085
000001.SH,上证指数,1992/1/16,306.85,306.85,306.85,306.63,37.8,48.83,2.5389,4373.4085
000001.SH,上证指数,1992/1/17,307.37,307.38,307.38,306.85,25,32.19,1.6792,4415.3123
000001.SH,上证指数,1992/1/20,307.38,307.39,307.39,307.38,44.5,50.3,2.989,4415.341
000001.SH,上证指数,1992/1/21,307.87,307.87,307.87,307.39,53.4,65.05,3.5868,4417.0573
000001.SH,上证指数,1992/1/22,307.95,307.95,307.95,307.87,31.2,43.99,2.0956,4417.1181
000001.SH,上证指数,1992/1/23,308.53,308.53,308.53,307.95,41.3,58.32,2.774,4459.4549
000001.SH,上证指数,1992/1/24,309.05,309.05,309.05,308.53,72.2,100.4,4.8495,4461.1909
000001.SH,上证指数,1992/1/27,311.6,311.61,311.61,309.05,56.2,75.08,3.7748,4505.6106
000001.SH,上证指数,1992/1/28,311.67,311.84,311.84,311.61,66.4,82.28,4.4599,4505.6965
000001.SH,上证指数,1992/1/29,312.41,312.58,312.42,311.84,40.1,45.02,2.6934,4550.4472
000001.SH,上证指数,1992/1/30,312.73,312.73,312.73,312.42,39.1,54.38,2.6263,4552.2312
000001.SH,上证指数,1992/1/31,313.24,313.24,313.24,312.73,35.4,58.68,2.3777,4554.0159
000001.SH,上证指数,1992/2/3,314.18,314.18,314.18,313.24,30.5,58.33,2.0486,4597.6575
000001.SH,上证指数,1992/2/7,314.72,314.72,314.72,314.18,32.7,52.75,2.1964,4641.675
000001.SH,上证指数,1992/2/10,315.55,315.56,315.56,314.72,35.4,58.66,2.3777,4687.9266
000001.SH,上证指数,1992/2/11,316.12,316.43,316.43,315.56,29.6,46.02,1.9882,4732.8127
000001.SH,上证指数,1992/2/12,316.43,316.44,316.44,316.43,27,39.73,1.8135,4732.8434
000001.SH,上证指数,1992/2/13,317.24,317.57,317.04,317.06,102,168.69,6.8511,4756.3817
000001.SH,上证指数,1992/2/14,319.45,319.68,319.68,317.04,45.7,77.09,3.0696,4800.4199
000001.SH,上证指数,1992/2/17,319.77,319.77,319.77,319.68,636.9,"1,378.21",42.7791,4800.4959
000001.SH,上证指数,1992/2/18,338.98,339.16,337.11,319.77,740.7,"1,265.53",49.7511,4933.0473
000001.SH,上证指数,1992/2/19,340.5,342.41,342.41,337.11,940.1,"1,650.16",63.1444,5008.3667
000001.SH,上证指数,1992/2/20,345.22,348.01,347.99,342.41,"1,034.10","2,000.48",69.4582,5079.2747
000001.SH,上证指数,1992/2/21,358.91,359.93,359.59,347.99,"1,158.20","1,925.42",72.8973,5092.3669
000001.SH,上证指数,1992/2/24,361.11,361.62,360.5,359.59,"3,015.70","1,803.84",189.8087,5093.9172
000001.SH,上证指数,1992/2/25,359.66,361.29,360.37,357.07,486.2,803.76,30.6015,5144.2568
000001.SH,上证指数,1992/2/26,359.85,360.76,360.1,359.27,575.3,808.27,36.2095,5147.001
000001.SH,上证指数,1992/2/27,361,363.03,362.45,360.1,952.4,"1,793.14",59.9442,5149.5477
000001.SH,上证指数,1992/2/28,364.15,364.67,364.66,362.45,986.2,"2,640.19",62.0716,5199.9903
000001.SH,上证指数,1992/3/2,365.15,365.39,365.39,364.66,340.5,564.43,21.4311,5250.8994
000001.SH,上证指数,1992/3/3,366.79,367.25,367,365.39,298.9,336.61,18.8128,5302.4651
000001.SH,上证指数,1992/3/4,367.56,368.32,368.32,366.95,561.4,"1,036.53",35.3346,5304.1271
000001.SH,上证指数,1992/3/5,369.31,369.88,369.76,368.11,836,"1,492.86",52.618,5355.2709
000001.SH,上证指数,1992/3/6,370.79,371.76,371.76,369.76,523.7,995.84,32.9618,5406.8778
000001.SH,上证指数,1992/3/9,372.26,374.06,373.53,371.88,"2,096.80","2,227.38",131.973,5459.1388
000001.SH,上证指数,1992/3/10,374.48,375.23,375.23,373.53,501.1,745.26,31.5393,5511.994
000001.SH,上证指数,1992/3/11,375.87,376.25,376.14,374.98,400.1,"1,123.80",25.1824,5513.7898
000001.SH,上证指数,1992/3/12,377.55,377.57,376.92,376.14,"1,032.60","3,159.42",64.992,5566.3166
000001.SH,上证指数,1992/3/13,376.58,377.19,376.38,376.38,252.7,448.79,15.905,5567.1523
000001.SH,上证指数,1992/3/16,377,377.42,377.05,376.38,264.6,226.6,16.654,5620.3904
000001.SH,上证指数,1992/3/17,377.5,377.84,377.49,377.03,89,134.01,5.6017,5674.9388
000001.SH,上证指数,1992/3/18,377.94,378.32,377.66,377.49,402.8,225.29,25.3523,5729.4952
000001.SH,上证指数,1992/3/19,377.26,377.96,377.31,376.21,"1,362.80","3,511.12",85.7749,5733.0429
000001.SH,上证指数,1992/3/20,377.91,378.03,377.99,377.31,316,784.49,19.8891,5790.0237
000001.SH,上证指数,1992/3/23,378.61,379.04,378.89,377.45,"1,029.00","2,437.51",64.7655,5816.2071
000001.SH,上证指数,1992/3/24,378.53,379.5,378.69,378.05,437.8,701.67,27.5552,5767.2779
000001.SH,上证指数,1992/3/25,378.33,379.02,378.12,378.12,"1,182.00","2,144.54",74.3953,5711.3695
000001.SH,上证指数,1992/3/26,379.29,379.34,379.13,377.64,"1,022.50","2,417.78",64.3563,5769.4965
000001.SH,上证指数,1992/3/27,379.65,380.79,380.77,379.13,189.2,546.95,4.9389,3429.5678
000001.SH,上证指数,1992/3/30,381.54,381.56,381.44,380.76,"1,265.50","4,035.94",33.0348,3462.2275
000001.SH,上证指数,1992/3/31,381.87,382.06,381.24,381.24,"1,739.10","5,385.32",45.3977,3494.5598
000001.SH,上证指数,1992/4/1,381.55,381.85,381.01,381.01,406.5,776.8,10.6113,3527.5337
000001.SH,上证指数,1992/4/2,381.47,381.58,381.12,381.01,167.3,319.3,4.3672,3560.7559
000001.SH,上证指数,1992/4/3,381.44,381.57,381.33,381.12,170,337.7,4.4377,3594.773
000001.SH,上证指数,1992/4/6,381.97,382.08,381.47,381.33,529.8,"1,454.36",13.83,3628.5386
000001.SH,上证指数,1992/4/7,381.95,382.1,381.93,381.47,"1,061.30","3,026.64",27.7043,3662.8727
000001.SH,上证指数,1992/4/8,382.53,382.59,382.43,381.92,186.6,527.78,4.871,3697.816
000001.SH,上证指数,1992/4/9,381.93,382.88,381.65,381.65,316.8,714.82,8.2698,3664.0959
000001.SH,上证指数,1992/4/10,381.52,382.04,382.03,381.2,706.6,"1,349.94",18.4452,3629.6106
000001.SH,上证指数,1992/4/13,387.27,392.28,391.11,382.03,"2,059.30","5,244.03",53.7563,3677.556
000001.SH,上证指数,1992/4/14,393.1,400.61,400.61,391.1,941.5,"2,518.49",24.577,3711.8702
000001.SH,上证指数,1992/4/15,400.35,406.72,406.72,398.23,"1,056.60","2,515.75",27.5816,3638.2343
000001.SH,上证指数,1992/4/16,404.07,410.61,410.55,403.52,"3,921.10","5,746.65",102.3569,3462.9424
000001.SH,上证指数,1992/4/17,408.56,414.42,414.42,406.19,"1,567.80","4,510.25",40.9261,3364.5882
000001.SH,上证指数,1992/4/20,417.19,420.99,413.85,413.64,"1,017.00","2,320.68",26.5479,3184.1656
000001.SH,上证指数,1992/4/21,417.99,421.55,410.06,402.89,"5,125.70","7,218.11",133.802,3035.7268
000001.SH,上证指数,1992/4/22,400.12,410.06,399.88,399.87,"5,059.60","7,354.00",166.9389,2894.9168
000001.SH,上证指数,1992/4/23,407.13,408.86,407.25,394.6,"5,471.80","7,106.20",142.8366,2864.0226
000001.SH,上证指数,1992/4/24,405.88,415.05,414.4,397.74,"3,470.60","4,764.65",90.597,2760.9131
000001.SH,上证指数,1992/4/27,422.45,424.92,424.58,413.47,"3,725.70","5,358.49",97.2562,2886.8646
000001.SH,上证指数,1992/4/28,434.9,436.31,436.09,424.58,"4,239.20","5,395.04",110.6607,3017.7458
000001.SH,上证指数,1992/4/29,445.25,446.12,444.16,436.09,"5,289.90","6,676.67",138.0883,3048.9716
000001.SH,上证指数,1992/4/30,435.73,448.94,445.38,433.66,"4,570.40","5,258.73",119.3064,2984.965
000001.SH,上证指数,1992/5/4,454.86,456.24,453.62,445.38,"6,436.20","10,135.82",168.0115,3027.9313
000001.SH,上证指数,1992/5/5,447.42,455.36,449.21,439.96,"4,935.90","7,829.31",128.8474,2899.1359
000001.SH,上证指数,1992/5/6,449.78,454.08,449.96,446.39,"3,368.70","5,437.12",87.937,2892.8396
000001.SH,上证指数,1992/5/7,452.86,457.05,454.65,449.55,"3,441.40","5,174.39",89.8348,2881.0517
000001.SH,上证指数,1992/5/8,461.05,468.42,468.11,454.65,"4,863.40","8,472.90",126.9549,2883.8174
000001.SH,上证指数,1992/5/11,483.29,491.5,491.5,468.11,"3,095.00","6,065.40",80.7923,3038.4579
000001.SH,上证指数,1992/5/12,502.8,506.68,506.53,491.5,"3,327.80","6,536.92",86.8694,3022.7549
000001.SH,上证指数,1992/5/13,505.27,517.86,514.04,499.4,"3,389.70","6,466.44",88.4852,2963.1741
000001.SH,上证指数,1992/5/14,514.48,523.5,523.36,511.91,"3,301.00","6,006.36",86.1698,2960.5952
000001.SH,上证指数,1992/5/15,529.39,544.56,544.35,523.36,"6,328.30","7,510.93",165.1948,2972.2888
000001.SH,上证指数,1992/5/18,560.09,571.85,571.82,544.35,"2,999.20","6,134.08",78.2915,3123.2353
000001.SH,上证指数,1992/5/19,590.41,598.11,598.11,571.82,"4,779.00","5,872.24",124.7517,3284.0091
000001.SH,上证指数,1992/5/20,617.28,623.88,616.99,598.11,"6,564.60","11,928.62",171.3632,3402.0546
000001.SH,上证指数,1992/5/21,"1,260.32","1,334.98","1,266.49",604.01,"8,965.70","18,127.74",234.0419,3307.9674
000001.SH,上证指数,1992/5/22,"1,306.37","1,349.71","1,339.99","1,262.44","9,372.50","20,417.32",244.6611,3592.5261
000001.SH,上证指数,1992/5/25,"1,411.98","1,428.79","1,421.57","1,339.99","8,896.90","22,242.91",232.2459,4424.0173
000001.SH,上证指数,1992/5/26,"1,332.39","1,429.01","1,301.35","1,291.00","6,812.80","14,944.87",177.8423,3866.4184
000001.SH,上证指数,1992/5/27,"1,250.56","1,285.61","1,193.17",823.36,"6,452.80","13,882.44",168.4448,3976.7725
000001.SH,上证指数,1992/5/28,"1,123.04","1,184.18","1,160.17","1,114.94","4,838.90","11,738.82",126.3153,3859.7448
000001.SH,上证指数,1992/5/29,"1,243.65","1,253.37","1,234.71","1,154.01","5,161.50","13,599.72",134.7365,4039.2172
000001.SH,上证指数,1992/6/1,"1,175.69","1,249.58","1,183.24","1,129.28","3,939.40","10,536.61",102.8346,4017.5956
000001.SH,上证指数,1992/6/2,"1,155.88","1,184.28","1,141.02","1,138.58","3,403.30","8,450.96",88.8402,3876.4031
000001.SH,上证指数,1992/6/3,"1,075.90","1,141.02","1,059.07","1,033.47","4,100.20","9,184.49",107.0322,3616.6471
000001.SH,上证指数,1992/6/4,"1,087.49","1,118.93","1,104.46","1,050.45","4,318.40","9,426.32",108.287,3395.0195
000001.SH,上证指数,1992/6/5,"1,125.01","1,143.07","1,105.76","1,099.91","4,400.70","10,084.72",110.3508,3408.3845
000001.SH,上证指数,1992/6/8,"1,092.07","1,121.41","1,093.46","1,085.19","2,874.70","6,396.88",72.0852,3418.7418
000001.SH,上证指数,1992/6/9,"1,116.92","1,144.39","1,126.62","1,079.65","3,510.00","7,876.22",88.0158,419.2635
000001.SH,上证指数,1992/6/10,"1,199.23","1,206.51","1,187.02","1,134.73","5,873.20","14,014.98",147.2748,432.7816
000001.SH,上证指数,1992/6/11,"1,179.28","1,188.68","1,178.30","1,172.09","3,489.70","8,510.71",87.5068,432.8645
000001.SH,上证指数,1992/6/12,"1,164.12","1,178.30","1,171.71","1,153.97","4,720.20","10,483.52",118.3625,432.1871
000001.SH,上证指数,1992/6/15,"1,174.41","1,181.86","1,171.85","1,152.69","3,774.70","7,820.42",94.6534,446.8474
000001.SH,上证指数,1992/6/16,"1,171.75","1,171.75","1,166.70","1,135.61","3,515.80","8,547.72",88.1612,389.2339
000001.SH,上证指数,1992/6/17,"1,171.29","1,186.59","1,169.57","1,166.26","3,475.50","8,438.40",87.1507,449.8466
000001.SH,上证指数,1992/6/18,"1,167.16","1,172.86","1,168.43","1,158.32","2,910.10","6,162.96",72.9729,448.9525
000001.SH,上证指数,1992/6/19,"1,169.97","1,171.94","1,171.94","1,161.80","2,514.60","5,572.45",63.0554,449.8808
000001.SH,上证指数,1992/6/22,"1,173.68","1,180.21","1,169.90","1,165.74","2,792.40","6,426.55",70.0215,448.7714
000001.SH,上证指数,1992/6/23,"1,162.83","1,172.46","1,158.17","1,154.62","1,949.00","4,455.94",48.8726,439.028
000001.SH,上证指数,1992/6/24,"1,150.89","1,158.17","1,151.06","1,144.46","1,697.50","3,649.78",42.566,440.9138
000001.SH,上证指数,1992/6/25,"1,153.48","1,160.23","1,160.23","1,148.02","1,984.60","5,012.80",49.7653,452.317
000001.SH,上证指数,1992/6/26,"1,164.29","1,207.82","1,164.67","1,160.23","2,906.10","6,413.78",72.8726,456.1888
000001.SH,上证指数,1992/6/29,"1,168.89","1,173.49","1,169.51","1,156.68","5,361.00","10,257.88",134.431,475.7691
000001.SH,上证指数,1992/6/30,"1,186.62","1,193.16","1,191.19","1,169.51","5,897.60","14,762.17",66.5065,365.8691
000001.SH,上证指数,1992/7/1,"1,199.54","1,215.13","1,194.18","1,182.05","5,833.00","11,240.63",27.2982,361.5905
000001.SH,上证指数,1992/7/2,"1,187.30","1,198.66","1,187.48","1,179.86","4,651.20","9,234.11",21.7674,365.1973
000001.SH,上证指数,1992/7/3,"1,189.09","1,193.39","1,189.16","1,183.96","7,524.50","15,476.36",35.2144,374.2166
000001.SH,上证指数,1992/7/6,"1,197.76","1,215.24","1,201.01","1,190.27","6,378.20","17,847.30",29.8497,378.2558
000001.SH,上证指数,1992/7/7,"1,201.01","1,206.91","1,206.46","1,195.81","6,882.60","18,830.62",32.2103,406.9667
000001.SH,上证指数,1992/7/8,"1,192.37","1,211.27","1,185.50","1,182.72","6,804.30","13,888.03",31.8439,385.4275
000001.SH,上证指数,1992/7/9,"1,172.44","1,187.18","1,178.53","1,168.78","5,321.60","13,081.54",24.9049,380.188
000001.SH,上证指数,1992/7/10,"1,175.14","1,192.98","1,188.62","1,166.45","5,814.90","13,410.14",27.2135,385.812
000001.SH,上证指数,1992/7/13,"1,156.83","1,198.90","1,136.33","1,131.21","5,159.50","12,346.85",24.1463,337.7097
000001.SH,上证指数,1992/7/14,"1,124.65","1,139.96","1,114.05","1,110.19","4,446.20","9,534.09",20.808,333.111
000001.SH,上证指数,1992/7/15,"1,107.18","1,135.57","1,107.69","1,100.16","4,481.20","12,158.44",20.9718,346.2291
000001.SH,上证指数,1992/7/16,"1,114.13","1,214.83","1,124.64","1,108.23","5,046.40","15,103.26",23.617,345.5068
000001.SH,上证指数,1992/7/17,"1,121.49","1,134.32","1,125.56","1,116.14","6,267.10","11,582.11",29.3298,346.476
000001.SH,上证指数,1992/7/20,"1,100.60","1,126.96","1,098.82","1,094.81","3,169.90","6,731.35",14.835,337.0037
000001.SH,上证指数,1992/7/21,"1,087.61","1,096.49","1,082.39","1,079.75","3,591.20","6,622.19",16.8067,333.0155
000001.SH,上证指数,1992/7/22,"1,059.22","1,081.81","1,035.66","1,034.91","4,734.70","10,562.32",19.8373,318.4533
000001.SH,上证指数,1992/7/23,"1,020.07","1,033.75","1,014.57",961.61,"7,701.40","13,701.33",32.267,317.0496
000001.SH,上证指数,1992/7/24,"1,165.89","1,178.90","1,142.02","1,014.08","5,715.50","10,004.18",22.9836,323.2469
000001.SH,上证指数,1992/7/27,"1,169.42","1,178.81","1,149.33","1,108.05","5,956.00","12,225.77",23.9507,351.1977
000001.SH,上证指数,1992/7/28,"1,126.88","1,148.63","1,105.95","1,102.02","7,838.70","10,561.69",26.2447,341.8426
000001.SH,上证指数,1992/7/29,"1,078.31","1,108.06","1,087.12","1,047.03","6,898.70","8,522.57",23.0975,340.285
000001.SH,上证指数,1992/7/30,"1,067.45","1,087.36","1,057.40","1,043.79","9,910.80","8,869.03",33.1823,340.6171
000001.SH,上证指数,1992/7/31,"1,045.67","1,052.07","1,052.07","1,032.54","8,714.90","7,714.95",29.1783,341.993
000001.SH,上证指数,1992/8/3,"1,034.70","1,060.36","1,031.55","1,026.83","6,010.30","7,375.44",20.1231,339.1182
000001.SH,上证指数,1992/8/4,"1,018.30","1,036.33","1,035.63","1,016.16","5,247.20","6,303.51",17.5681,337.9274
000001.SH,上证指数,1992/8/5,"1,015.76","1,038.30","1,012.55","1,011.66","6,114.60","7,614.00",20.37,332.1431
000001.SH,上证指数,1992/8/6,988.38,"1,010.76","1,002.17",983.22,"7,255.50","10,810.68",24.1707,331.0995
000001.SH,上证指数,1992/8/7,"1,003.22","1,006.11","1,005.23",995.71,"7,825.60","10,170.70",25.7271,327.8531
000001.SH,上证指数,1992/8/10,992.73,"1,006.64",964.09,956.55,"8,178.10","11,125.78",26.886,302.4202
000001.SH,上证指数,1992/8/11,926.81,961.61,863.41,797.6,"10,699.90","15,382.88",35.1766,269.5423
000001.SH,上证指数,1992/8/12,675,843.3,781.21,627.36,"14,483.10","18,880.12",47.6141,221.8063
000001.SH,上证指数,1992/8/13,797.17,890.06,850.94,745.62,"11,559.40","17,126.01",38.0022,262.6765
000001.SH,上证指数,1992/8/14,857.1,900.51,858.38,818.12,"10,440.70","15,944.76",37.3313,271.0063
000001.SH,上证指数,1992/8/17,898.66,940.76,939.46,858.38,"11,335.70","19,029.19",40.5314,303.223
000001.SH,上证指数,1992/8/18,954.89,999.69,933.44,921.98,"14,849.40","25,940.17",53.0948,294.9073
000001.SH,上证指数,1992/8/19,920.66,951.16,939.51,888.23,"7,595.20","13,183.62",27.157,297.2775
000001.SH,上证指数,1992/8/20,930.7,946.73,932.32,918.65,"16,056.50","17,748.80",32.4258,292.3311
000001.SH,上证指数,1992/8/21,916.99,938.37,916.25,912.89,"17,056.70","18,959.47",34.4457,288.6111
000001.SH,上证指数,1992/8/24,888.95,920.85,884.1,881.33,"9,934.70","15,505.83",20.0629,274.4401
000001.SH,上证指数,1992/8/25,868.1,887.49,849.57,848.05,"8,466.20","13,509.21",17.0973,266.5958
000001.SH,上证指数,1992/8/26,841.42,877.25,877.25,827.36,"12,615.30","15,339.30",25.4763,275.7274
000001.SH,上证指数,1992/8/27,874.75,880.02,863.77,861.64,"5,425.80","8,972.33",10.9573,271.503
000001.SH,上证指数,1992/8/28,851.6,866.98,848.2,825.01,"7,488.40","9,568.41",11.6248,268.0976
000001.SH,上证指数,1992/8/31,833.5,848.4,823.27,823.02,"5,429.60","7,767.52",8.4287,260.2405
000001.SH,上证指数,1992/9/1,826.96,832.84,824.96,807.37,"7,869.40","8,752.92",12.2162,256.0391
000001.SH,上证指数,1992/9/2,803.83,826.68,787.67,783.96,"9,392.40","14,024.21",14.55,188.6158
000001.SH,上证指数,1992/9/3,749.22,781.33,764.11,742.74,"16,373.00","20,665.06",25.3639,180.7584
000001.SH,上证指数,1992/9/4,759.54,776.18,753.58,749.46,"9,877.20","13,081.15",15.3011,178.35
000001.SH,上证指数,1992/9/7,745.69,788.15,702.83,700.79,"8,710.50","13,545.54",13.4937,163.0589
000001.SH,上证指数,1992/9/8,653.36,702.83,640.12,595.42,"10,063.40","13,082.49",15.5895,148.4121
000001.SH,上证指数,1992/9/9,613.44,643.77,635.74,608.06,"11,190.80","13,174.99",17.336,148.5796
000001.SH,上证指数,1992/9/10,643.21,695.18,692.78,622.01,"11,310.90","14,257.28",17.3927,164.9873
000001.SH,上证指数,1992/9/11,773.22,789.18,776.29,719.39,"11,729.40","16,586.04",18.0362,180.8173
000001.SH,上证指数,1992/9/14,762.82,793.36,734.98,714.93,"13,727.00","19,583.00",20.6483,203.1432
000001.SH,上证指数,1992/9/15,727.11,751.22,738.16,694.32,"11,937.30","15,767.18",17.9562,207.4598
000001.SH,上证指数,1992/9/16,762.29,776.68,769.04,738.16,"14,392.60","20,305.47",21.6495,218.5
000001.SH,上证指数,1992/9/17,770.65,779.56,761.72,751.08,"9,418.10","14,474.50",14.1668,217.8707
000001.SH,上证指数,1992/9/18,715.89,761.72,754.4,715.89,"6,170.70","8,185.85",9.282,215.0756
000001.SH,上证指数,1992/9/21,740.97,760.13,733.44,730.3,"8,172.80","11,654.53",12.2936,208.8364
000001.SH,上证指数,1992/9/22,730.71,736.9,722.7,716.23,"6,955.20","9,108.35",10.4621,204.9526
000001.SH,上证指数,1992/9/23,719.41,725.59,712.37,708.5,"6,559.00","8,287.31",9.8661,202.0544
000001.SH,上证指数,1992/9/24,720.51,735.49,730.57,709.63,"7,778.70","9,283.92",11.7008,208.616
000001.SH,上证指数,1992/9/25,730.28,735.75,729.79,723.56,"7,653.60","7,625.55",11.5126,209.1803
000001.SH,上证指数,1992/9/28,724.45,729.79,724.7,721.19,"4,255.70","4,079.81",6.4015,206.2661
000001.SH,上证指数,1992/9/29,719.99,728.42,710.63,707.82,"6,483.00","8,238.14",9.7411,201.5753
000001.SH,上证指数,1992/9/30,703.63,710.63,702.32,698.91,"8,977.80","9,651.23",13.4897,199.9076
000001.SH,上证指数,1992/10/5,676.47,702.32,679.62,668.9,"9,411.60","10,975.28",14.1415,190.4384
000001.SH,上证指数,1992/10/6,682.92,692.62,674.24,664.27,"7,161.30","9,752.58",10.7603,192.8807
000001.SH,上证指数,1992/10/7,676.56,676.84,665.26,664.43,"5,383.00","6,094.75",8.0883,188.1394
000001.SH,上证指数,1992/10/8,648.96,671.67,643.69,640.22,"8,453.20","9,630.63",12.7014,182.6088
000001.SH,上证指数,1992/10/9,664.44,668.73,660.29,643.68,"9,394.70","11,491.73",14.1161,188.2929
000001.SH,上证指数,1992/10/12,687.45,713.77,690.57,661.99,"11,075.20","14,966.10",16.6412,195.7253
000001.SH,上证指数,1992/10/13,694.1,701.3,673.99,669.56,"11,223.80","15,835.78",16.7637,185.9936
000001.SH,上证指数,1992/10/14,661.07,673.94,663.75,648.84,"10,552.50","14,212.18",15.761,183.0495
000001.SH,上证指数,1992/10/15,654.33,667,663.53,650.92,"7,575.80","10,607.53",11.3151,183.9861
000001.SH,上证指数,1992/10/16,664,668.57,664.75,661.2,"6,885.10","9,189.36",10.2835,183.9953
000001.SH,上证指数,1992/10/19,643.8,667.46,632.4,632.4,"8,103.90","10,026.88",12.1038,173.891
000001.SH,上证指数,1992/10/20,634.43,663.65,616.29,604.5,"9,460.90","10,306.70",14.1306,168.8187
000001.SH,上证指数,1992/10/21,597.15,616.29,585.7,577.23,"9,192.70","10,788.19",13.7301,157.443
000001.SH,上证指数,1992/10/22,557.03,584.91,539.8,535.79,"13,872.80","14,973.42",20.7202,140.8813
000001.SH,上证指数,1992/10/23,534.41,577.52,559.73,524.07,"11,498.10","11,417.80",17.1734,146.0937
