代码,简称,时间,开盘价(元),最高价(元),收盘价(元),最低价(元),成交量(万股),成交金额(万元),换手率(%),PE市盈率(TTM)
000001.SH,上证指数,2023/1/30,"3,308.87","3,310.49","3,269.32","3,266.76","3,533,258.29","45,317,701.41",0.8427,13.1313
000001.SH,上证指数,2023/1/31,"3,266.14","3,277.25","3,255.67","3,252.01","3,001,629.57","37,526,074.96",0.7159,13.0783
000001.SH,上证指数,2023/2/1,"3,262.20","3,284.92","3,284.92","3,245.41","3,395,094.10","41,339,518.77",0.8097,13.1951
000001.SH,上证指数,2023/2/2,"3,291.78","3,295.76","3,285.67","3,272.41","3,334,131.33","42,866,280.34",0.7951,13.1941
000001.SH,上证指数,2023/2/3,"3,275.66","3,275.66","3,263.41","3,235.35","2,933,428.14","37,864,852.30",0.6996,13.1137
000001.SH,上证指数,2023/2/6,"3,244.70","3,250.35","3,238.70","3,226.21","2,670,531.07","34,912,726.49",0.6368,13.0178
000001.SH,上证指数,2023/2/7,"3,245.23","3,250.03","3,248.09","3,233.83","2,509,464.50","32,125,764.19",0.5984,13.0481
000001.SH,上证指数,2023/2/8,"3,251.50","3,257.11","3,232.11","3,230.44","2,345,304.81","29,333,273.61",0.5592,12.9856
000001.SH,上证指数,2023/2/9,"3,227.73","3,270.38","3,270.38","3,225.77","2,547,545.29","35,176,083.17",0.6074,13.1372
000001.SH,上证指数,2023/2/10,"3,266.44","3,269.99","3,260.67","3,247.23","2,606,269.26","34,174,987.20",0.6214,13.1017
000001.SH,上证指数,2023/2/13,"3,256.99","3,285.09","3,284.16","3,252.63","2,972,131.88","39,701,141.34",0.7085,13.1861
000001.SH,上证指数,2023/2/14,"3,288.97","3,293.73","3,293.28","3,279.19","2,709,741.68","35,555,805.24",0.646,13.2195
000001.SH,上证指数,2023/2/15,"3,294.02","3,296.20","3,280.49","3,274.55","2,699,391.23","35,762,181.61",0.6435,13.1696
000001.SH,上证指数,2023/2/16,"3,281.74","3,308.83","3,249.03","3,231.34","3,808,635.45","46,838,251.22",0.9078,13.0673
000001.SH,上证指数,2023/2/17,"3,244.73","3,262.47","3,224.02","3,223.26","2,784,512.37","35,562,584.25",0.6637,12.9648
000001.SH,上证指数,2023/2/20,"3,230.47","3,291.04","3,290.34","3,225.84","3,250,077.33","39,772,031.53",0.7745,13.2506
000001.SH,上证指数,2023/2/21,"3,291.63","3,308.79","3,306.52","3,282.44","3,244,094.49","39,069,127.16",0.773,13.3096
000001.SH,上证指数,2023/2/22,"3,292.05","3,307.03","3,291.15","3,286.72","2,554,039.85","32,051,562.00",0.6086,13.2407
000001.SH,上证指数,2023/2/23,"3,293.52","3,307.44","3,287.48","3,275.36","2,623,243.04","33,436,453.44",0.625,13.2262
000001.SH,上证指数,2023/2/24,"3,287.26","3,288.39","3,267.16","3,253.97","2,342,063.06","30,800,434.77",0.558,13.1442
000001.SH,上证指数,2023/2/27,"3,257.00","3,276.58","3,258.03","3,251.72","2,428,553.44","32,460,509.09",0.5783,13.1095
000001.SH,上证指数,2023/2/28,"3,265.74","3,280.42","3,279.61","3,246.14","2,516,250.32","31,803,013.73",0.5986,13.2083
000001.SH,上证指数,2023/3/1,"3,279.14","3,315.16","3,312.35","3,272.04","3,183,987.04","38,438,741.38",0.7574,13.3627
000001.SH,上证指数,2023/3/2,"3,308.01","3,320.74","3,310.65","3,306.46","3,285,200.16","38,939,062.69",0.7813,13.3639
000001.SH,上证指数,2023/3/3,"3,314.77","3,330.60","3,328.39","3,302.62","3,439,969.19","38,886,000.67",0.8181,13.4561
000001.SH,上证指数,2023/3/6,"3,332.02","3,333.06","3,322.03","3,308.73","3,405,304.46","43,161,681.11",0.8098,13.4389
000001.SH,上证指数,2023/3/7,"3,320.21","3,342.86","3,285.10","3,284.41","3,899,579.56","43,008,114.52",0.9272,13.2964
000001.SH,上证指数,2023/3/8,"3,271.88","3,283.25","3,283.25","3,263.69","2,604,435.47","31,282,217.57",0.6193,13.2953
000001.SH,上证指数,2023/3/9,"3,285.94","3,289.06","3,276.09","3,260.00","2,640,218.59","32,882,569.55",0.6278,13.2812
000001.SH,上证指数,2023/3/10,"3,255.51","3,262.15","3,230.08","3,229.50","2,811,354.10","34,219,857.76",0.6684,13.0911
000001.SH,上证指数,2023/3/13,"3,228.12","3,268.70","3,268.70","3,228.12","2,949,280.87","36,441,420.65",0.7012,13.2887
000001.SH,上证指数,2023/3/14,"3,261.92","3,262.00","3,245.31","3,216.99","3,199,060.33","40,997,627.61",0.7606,13.2101
000001.SH,上证指数,2023/3/15,"3,261.03","3,273.12","3,263.31","3,256.86","3,051,687.98","37,327,638.44",0.7255,13.3283
000001.SH,上证指数,2023/3/16,"3,244.47","3,257.43","3,226.89","3,224.72","3,273,896.32","39,291,020.84",0.7773,13.1987
000001.SH,上证指数,2023/3/17,"3,245.26","3,279.92","3,250.55","3,240.16","3,430,010.22","43,198,305.77",0.8144,13.3108
000001.SH,上证指数,2023/3/20,"3,253.93","3,267.99","3,234.91","3,231.65","3,925,173.91","48,029,240.49",0.9317,13.2309
000001.SH,上证指数,2023/3/21,"3,240.84","3,256.00","3,255.65","3,237.89","3,018,107.79","38,804,705.59",0.7163,13.2683
000001.SH,上证指数,2023/3/22,"3,263.41","3,279.39","3,265.75","3,255.74","2,908,404.62","38,250,908.13",0.6902,13.3272
000001.SH,上证指数,2023/3/23,"3,258.78","3,286.65","3,286.65","3,252.99","3,061,183.93","42,656,479.26",0.7256,13.4099
000001.SH,上证指数,2023/3/24,"3,282.74","3,282.74","3,265.65","3,260.84","3,245,133.37","43,076,159.89",0.7691,13.2956
000001.SH,上证指数,2023/3/27,"3,261.82","3,261.82","3,251.40","3,229.70","3,378,612.06","45,358,576.87",0.8007,13.2471
000001.SH,上证指数,2023/3/28,"3,256.60","3,264.10","3,245.38","3,241.74","2,956,826.60","39,688,294.34",0.7008,13.234
000001.SH,上证指数,2023/3/29,"3,253.62","3,254.56","3,240.06","3,229.58","2,969,005.08","40,554,277.69",0.7036,13.1501
000001.SH,上证指数,2023/3/30,"3,243.07","3,263.74","3,261.25","3,220.98","2,998,982.95","40,163,427.11",0.7104,13.2809
000001.SH,上证指数,2023/3/31,"3,263.41","3,278.42","3,272.86","3,260.04","2,836,137.46","39,668,928.63",0.6717,13.3472
000001.SH,上证指数,2023/4/3,"3,277.34","3,299.73","3,296.40","3,276.42","3,576,767.75","51,339,056.55",0.847,13.4567
000001.SH,上证指数,2023/4/4,"3,297.18","3,312.56","3,312.56","3,290.99","3,858,716.17","55,581,106.40",0.9138,13.5571
000001.SH,上证指数,2023/4/6,"3,302.75","3,314.53","3,312.63","3,296.06","3,271,554.24","50,650,016.72",0.7748,13.5681
000001.SH,上证指数,2023/4/7,"3,312.48","3,328.85","3,327.65","3,308.06","2,830,322.47","43,637,279.89",0.6702,13.6283
000001.SH,上证指数,2023/4/10,"3,331.51","3,332.72","3,315.36","3,309.92","3,408,198.45","51,643,432.54",0.8071,13.5939
000001.SH,上证指数,2023/4/11,"3,317.08","3,317.45","3,313.57","3,298.25","3,205,660.55","46,689,584.93",0.7589,13.567
000001.SH,上证指数,2023/4/12,"3,316.86","3,330.71","3,327.18","3,315.40","3,430,253.15","48,206,617.01",0.8121,13.6551
000001.SH,上证指数,2023/4/13,"3,321.27","3,334.47","3,318.36","3,309.25","3,478,621.06","47,758,794.34",0.8235,13.6145
000001.SH,上证指数,2023/4/14,"3,326.37","3,340.08","3,338.15","3,316.81","3,382,992.75","47,834,541.75",0.8008,13.7145
000001.SH,上证指数,2023/4/17,"3,337.06","3,385.61","3,385.61","3,336.39","4,028,099.26","52,379,027.10",0.9534,13.967
000001.SH,上证指数,2023/4/18,"3,379.23","3,396.17","3,393.33","3,375.78","3,483,994.86","47,428,738.89",0.8246,14.0219
000001.SH,上证指数,2023/4/19,"3,391.35","3,394.96","3,370.13","3,364.64","3,461,234.43","47,649,694.10",0.8187,13.9347
000001.SH,上证指数,2023/4/20,"3,367.05","3,371.37","3,367.03","3,344.02","3,503,549.65","49,967,239.42",0.8284,13.9937
000001.SH,上证指数,2023/4/21,"3,364.00","3,367.61","3,301.26","3,301.26","3,873,950.98","53,051,785.78",0.9154,13.5065
